hour_of_year,2019,2020,2021,2022,2023,2024,2025
4940,0.00425241458604456,0,0.000228594557986515,0.00157954151817594,0.00589582414183636,0.00552055367584863,0
4941,0.00295799180163185,0,0,0.000718584892229082,0.00477067120290732,0.00523898072891766,0
4942,0.00136246570395758,0,0,0,0.00324753592074921,0.00336393475782428,0
4943,0,0,0,0,0.00173747720129719,0.00169575870692509,0
4944,0,0,0,0,0.000507143214514757,0.000477524732448237,0
4945,0,0,0,0,0,0,0
4946,0,0,0,0,0,0,0
4947,0,0,0,0,0,0,0
4948,0,0,0,0,0,0,0
4949,0,0,0,0,0,0,0
4950,0,0,0,0,0,0,0
4951,0,0,0,0,0,0,0
4952,0,0,0,0,0,0,0
4953,0,0,0,0,0,0,0
4954,0,0,0,0,0,0,0
4955,0,0,0,0,0,0,0
4956,0,0,0,0,0,0,0
4957,0,0,0,0,0,0,0
4958,0,0,0,0,0,0,0
4959,0.000449511885812194,0,0,0,0,0,0
4960,0.00110208098821893,0,0,0,0,0,0
4961,0.00233274702124707,0,1.40204662231729e-05,0,0.000882952255763921,0,0
4962,0.00395720475400342,8.81714267588452e-05,0.00168733263068446,0,0.00294791207091818,0,0
4963,0.00429849089376786,0.000840316707463873,0.00217804894849551,0.00147976920084616,0.00532614084481418,0,0
4964,0.00341768333682477,0.00018010626807447,0.00195798858734049,0.00120455455023424,0.00501969444052779,0.00264333786914788,0
4965,0.00213451174383287,0,0.00135693729620795,0.000232054715587239,0.00383484415011439,0.00276458662792836,0
4966,0.000433974526231081,0,4.51093261093389e-05,0,0.00218378597191837,0.00123030138648818,0
4967,0,0,0,0,0.000680549806921709,0,0
4968,0,0,0,0,0,0,0
4969,0,0,0,0,0,0,0
4970,0,0,0,0,0,0,0
4971,0,0,0,0,0,0,0
4972,0,0,0,0,0,0,0
4973,0,0,0,0,0,0,0
4974,0,0,0,0,0,0,0
4975,0,0,0,0,0,0,0
4976,0,0,0,0,0,0,0
4977,0,0,0,0,0,0,0
4978,0,0,0,0,0,0,0
4979,0,0,0,0,0,0,0
4980,0,0,0,0,0,0,0
4981,0,0,0,0,0,0,0
4982,0,0,0,0,0,0,0
4983,0,0,0,0,0,0,0
4984,0.000641317910985931,0,0,0,0,0,0
4985,0.00213290443077276,0,0.00144349843549885,0,0,0,0
4986,0.00431885019252932,0.000795155732782513,0.00398607950579685,0,0.00214455628380007,0,0
4987,0.0045728056560275,0.00111343307815591,0.00466576732487676,0.000886179964597643,0.00443409184977645,0,0
4988,0.00363520637096035,0.000425265844916138,0.00407995567094332,0.000646277988096826,0.00427774164350789,0,0
4989,0.00255669930762311,0,0.00301196189603032,0,0.0031110848316421,0,0
4990,0.00113154839432104,0,0.00119783548384934,0,0.00151858691252121,0,0
4991,0,0,0,0,0.000148959105608595,0,0
4992,0,0,0,0,0,0,0
4993,0,0,0,0,0,0,0
4994,0,0,0,0,0,0,0
4995,0,0,0,0,0,0,0
4996,0,0,0,0,0,0,0
4997,0,0,0,0,0,0,0
4998,0,0,0,0,0,0,0
4999,0,0,0,0,0,0,0
5000,0,0,0,0,0,0,0
5001,0,0,0,0,0,0,0
5002,0,0,0,0,0,0,0
5003,0,0,0,0,0,0,0
5004,0,0,0,0,0,0,0
5005,0,0,0,0,0,0,0
5006,0,0,0,0,0,0,0
5007,0,0,0,0,0,0,0
5008,0,0,0.000413298960839619,0,0,0,0
5009,0.00103832423683436,0,0.00198298159234702,0,0,0,0
5010,0.00303996476769772,0.00109246548276813,0.00469990411220274,0,0.00103418554619097,0,0
5011,0.00329392023119591,0.00154084944567592,0.00438596758590126,0.00114401853747235,0.00324639882833998,0,0
5012,0.00235471363306864,0.000853219843087118,0.00348987691859413,0.0010397620710491,0.00295189189435047,0,0.000204846335343918
5013,0.00129924472359305,0,0.00218475438886312,0.000304922138356178,0.00206837109238194,0,0.000910594293609093
5014,0,0,0.00043463445291836,0,0.000745364074247586,0,0
5015,0,0,0,0,0,0,0
5016,0,0,0,0,0,0,0
5017,0,0,0,0,0,0,0
5018,0,0,0,0,0,0,0
5019,0,0,0,0,0,0,0
5020,0,0,0,0,0,0,0
5021,0,0,0,0,0,0,0
5022,0,0,0,0,0,0,0
5023,0,0,0,0,0,0,0
5024,0,0,0,0,0,0,0
5025,0,0,0,0,0,0,0
5026,0,0,0,0,0,0,0
5027,0,0,0,0,0,0,0
5028,0,0,0,0,0,0,0
5029,0,0,0,0,0,0,0
5030,0,0,0,0,0,0,0
5031,0,0,0,0,0,0,0
5032,0,0,0.00058703082490937,0,0,0,0
5033,0.000665963377907696,0,0.00214147381921767,0,0,0,0
5034,0.00239382491753145,0.00225536058081315,0.00418724271682499,0.000197863078749505,0.000654396681509513,0,0
5035,0.00266921122183117,0.00241880029870759,0.00454141188533209,0.0017611495564616,0.00277962239435274,0,0
5036,0.00198342431618205,0.00151558080508039,0.00353010956079975,0.00132058190802786,0.00269547755607003,0.00116421793975948,0.000716962173703712
5037,0.000915632673245578,0.000587092670857677,0.0023206919526791,0.000389560452495485,0.0018079769306692,0.00118950204111655,0.00148102405224927
5038,0,0,0.00059007875234919,0,0.000641320118803415,0,5.45758484675401e-05
5039,0,0,0,0,0,0,0
5040,0,0,0,0,0,0,0
5041,0,0,0,0,0,0,0
5042,0,0,0,0,0,0,0
5043,0,0,0,0,0,0,0
5044,0,0,0,0,0,0,0
5045,0,0,0,0,0,0,0
5046,0,0,0,0,0,0,0
5047,0,0,0,0,0,0,0
5048,0,0,0,0,0,0,0
5049,0,0,0,0,0,0,0
5050,0,0,0,0,0,0,0
5051,0,0,0,0,0,0,0
5052,0,0,0,0,0,0,0
5053,0,0,0,0,0,0,0
5054,0,0,0,0,0,0,0
5055,0,0,0.00124965025032628,0,0,0,0
5056,0,0,0.00203479635882396,0,0,0,0
5057,0.000550236837579408,0.000461824729182,0.0037428548960992,0,0,0,0
5058,0.00202842908186528,0.00301180690672592,0.00448959711885515,0.000386757859312064,0.00128320878381144,0,0
5059,0.00227381220904285,0.00345373930182208,0.00447618623811994,0.00126901419345292,0.00324128191249846,0,0
5060,0.00181037027670966,0.002599981828084,0.00387086784857165,0.000982589170107317,0.00293767823923515,0.00122915210915376,0.000935265567573872
5061,0.000806871156177788,0.00146020484803063,0.00285956552403931,0.000205710339663083,0.00206552836135887,0.00129121308521202,0.00159092336354692
5062,0,0,0.00136242356559963,0,0.00064814267325877,0,0
5063,0,0,1.03629532953887e-05,0,0,0,0
5064,0,0,0,0,0,0,0
5065,0,0,0,0,0,0,0
5066,0,0,0,0,0,0,0
5067,0,0,0,0,0,0,0
5068,0,0,0,0,0,0,0
5069,0,0,0,0,0,0,0
5070,0,0,0,0,0,0,0
5071,0,0,0,0,0,0,0
5072,0,0,0,0,0,0,0
5073,0,0,0,0,0,0,0
5074,0,0,0,0,0,0,0
5075,0,0,0,0,0,0,0
5076,0,0,0,0,0,0,0
5077,0,0,0,0,0,0,0
5078,0,0,0,0,0,0,0
5079,0,0,0,0,0,0,0
5080,0,0,0,0,0,0,0
5081,0.000653640644446814,0.000546232741384066,0,0,0.0013912325626879,0,0
5082,0.00293923981593051,0.00283546405320823,0.00213233003689821,0.000568365897597729,0.00272561050491451,0,0
5083,0.00334160385197933,0.00299836614045171,0.00250234842809238,0.00113280816473867,0.003835412696319,0.00118030782244125,0
5084,0.00271528752955447,0.00190482539638164,0.00161113444468896,0.0012449118920755,0.00362618769302144,0.00360528299805083,0.00245740840976444
5085,0.00156927331769239,0.000543544588129223,0.000563256990878772,0.000789210240451285,0.00271765085804993,0.00304730885219374,0.00260618366791568
5086,0.000125906189709017,0,0,0,0.00131789010229283,0.00179459655768453,0.00077303325089639
5087,0,0,0,0,0.000166584037951596,0.000203996726858152,0
5088,0,0,0,0,0,0,0
5089,0,0,0,0,0,0,0
5090,0,0,0,0,0,0,0
5091,0,0,0,0,0,0,0
5092,0,0,0,0,0,0,0
5093,0,0,0,0,0,0,0
5094,0,0,0,0,0,0,0
5095,0,0,0,0,0,0,0
5096,0,0,0,0,0,0,0
5097,0,0,0,0,0,0,0
5098,0,0,0,0,0,0,0
5099,0,0,0,0,0,0,0
5100,0,0,0,0,0,0,0
5101,0,0,0,0,0,0,0
5102,0,0,0,0,0,0,0
5103,0,0,0,0,0,0,0
5104,0,0,0,0,0,0,0
5105,0.000685786905649116,0,0,0.000449535946620689,0.000205245179865277,0.000601646684564746,0
5106,0.00277636542583884,0.0014128933507454,0.00173548988423362,0.00191417114427638,0.0022599711633365,0.0013561472546063,0
5107,0.002974064932233,0.00166450449539869,0.00227863055400958,0.00288442890437664,0.00389169877057569,0.00294272461476224,0
5108,0.00213665482791303,0.000686016710635893,0.00127159532789299,0.00260416958603457,0.00358980073592621,0.00466606597771321,0.00133748209463602
5109,0.000959565896888724,0,0.000159711397846578,0.00169220576414945,0.00253116770293688,0.00411900996653305,0.00162755646731281
5110,0,0,0,0.000515677145749419,0.00114846333331817,0.00248071512632856,0.000200360649168503
5111,0,0,0,0,0,0.000805068772755691,0
5112,0,0,0,0,0,0,0
5113,0,0,0,0,0,0,0
5114,0,0,0,0,0,0,0
5115,0,0,0,0,0,0,0
5116,0,0,0,0,0,0,0
5117,0,0,0,0,0,0,0
5118,0,0,0,0,0,0,0
5119,0,0,0,0,0,0.000165495936155346,0
5120,0,0,0,0,0,0,0
5121,0,0,0,0,0,0,0
5122,0,0,0,0,0,0,0
5123,0,0,0,0,0,0,0
5124,0,0,0,0,0,0,0
5125,0,0,0,0,0,0,0
5126,0,0,0,0,0,0,0
5127,0,0,0,0,0,0.000667730131293443,0
5128,0,0,0,0,0,0.00101940899562355,0
5129,0.000594705832242593,0,0.00138193030121448,0,0,0.00131879574123791,0
5130,0.00240132571181198,4.56986053323283e-05,0.00415859219889068,0.00133571591121833,0.000483264273921013,0.00126765289985657,0
5131,0.00282512058866234,0.000423652952963232,0.00423357121391025,0.00239958028364485,0.00295416607916892,0.00255369423706373,0
5132,0.00205146723572693,0,0.00307474920129061,0.00217929645942798,0.00267842116993164,0.0043517386267515,0
5133,0.00107261358211682,0,0.00162576449640009,0.00120791766205435,0.00161523976730541,0.00401902283843919,0
5134,0,0,0,0,0.000308152042900222,0.00208306516862197,0
5135,0,0,0,0,0,0.00119869625979184,0
5136,0,0,0,0,0,0.000390754293700121,0
5137,0,0,0,0,0,0,0
5138,0,0,0,0,0,0,0
5139,0,0,0,0,0,0,0
5140,0,0,0,0,0,0,0
5141,0,0,0,0,0,0,0
5142,0,0,0,0,0,0,0
5143,0,0,0,0,0,0,0
5144,0,0,0,0,0,0,0
5145,0,0,0,0,0,0,0
5146,0,0,0,0,0,0,0
5147,0,0,0,0,0,0,0
5148,0,0,0,0,0,0,0
5149,0,0,0,0,0,0,0
5150,0,0,0,0,0,0,0
5151,0,0,0,0,0,0,0
5152,0,0,7.6807771483469e-05,0,0,0,0
5153,0.000701860036250267,0,0.00185740698182643,0.000505587810289104,0,0,0
5154,0.0027897597013398,0.00131504457226912,0.00468100696207586,0.00241415376819864,0,0,0
5155,0.00282029864948199,0.00138117314233825,0.00460724711803221,0.00366074721618419,0.00084997657589637,0.00114468022507447,0
5156,0.00209540045937007,0.000536555389666631,0.00346793184102742,0.00335358300328128,0.000954589077545154,0.00389375160898827,0
5157,0.000889379893263697,0,0.00210306993347594,0.00256605431874004,0.000292801295375673,0.00326969401640249,0
5158,0,0,0.000611414244427932,0.00122529373979155,0,0.00184459012173146,0
5159,0,0,0,0,0,0.000431553639071752,0
5160,0,0,0,0,0,0,0
5161,0,0,0,0,0,0,0
5162,0,0,0,0,0,0,0
5163,0,0,0,0,0,0,0
5164,0,0,0,0,0,0,0
5165,0,0,0,0,0,0,0
5166,0,0,0,0,0,0,0
5167,0,0,0,0,0,0,0
5168,0,0,0,0,0,0,0
5169,0,0,0,0,0,0,0
5170,0,0,0,0,0,0,0
5171,0,0,0,0,0,0,0
5172,0,0,0,0,0,0,0
5173,0,0,0,0,0,0,0
5174,0,0,0,0,0,0,0
5175,0,0,0,0.000774076237260813,0,0,0
5176,0,0,0,0.00118549691658698,0,0,0
5177,0.000442011091531657,0,0.00136547149303945,0.0017258368823505,0,0,0
5178,0.00255187736844277,0,0.00380929971428728,0.00217257023578777,0,0,0
5179,0.00248865638807824,0,0.00372030023304453,0.00276055428566944,0.00197171823759773,0.00102630465963002,0
5180,0.00173589810492433,0,0.00275471682010949,0.00288218682982991,0.00190519833165802,0.00334209848847045,0.00116104510506972
5181,0.000492373567415264,0,0.0016019906623695,0.00213837859895004,0.0011496004257274,0.0029869717921371,0.00130010137650756
5182,0,0,0,0.000917008489615271,3.18385874583256e-05,0.0015078518627487,0
5183,0,0,0,0,0,9.53900187562061e-05,0
5184,0,0,0,0,0,0,0
5185,0,0,0,0,0,0,0
5186,0,0,0,0,0,0,0
5187,0,0,0,0,0,0,0
5188,0,0,0,0,0,0,0
5189,0,0,0,0,0,0,0
5190,0,0,0,0,0,0,0
5191,0,0,0,0,0,0.000288468610937443,0
5192,0,0,0,0,0,0,0
5193,0,0,0,0,0,0,0
5194,0,0,0,0,0,0,0
5195,0,0,0,0,0,0,0
5196,0,0,0,0,0,0,0
5197,0,0,0,0,0,0,0
5198,0,0,0,0,0,0,0
5199,0.000279136701439992,0,0,0,0,0,0
5200,0.00130085203665317,0,0,0,0,0,0
5201,0.00272010946873481,0,0,0,0,0.000206295281526976,0
5202,0.00415276117631742,0,0.00250173884260442,0.000895708781421273,0.000100632678216493,0.0013934987679747,0
5203,0.00383987090061501,0,0.00271753210534369,0.00208849244028515,0.00255447809732601,0.00325475341105513,0
5204,0.00304746556197826,0,0.00175255827789661,0.00172807895689724,0.00210362095706794,0.00488730186458755,0.00253516030347162
5205,0.00173750541798444,0,0.000560209063438952,0.000840777955026227,0.00110070545213068,0.00410119616784966,0.00248581775554207
5206,4.33974526231081e-05,0,0,0,0,0.00255369423706373,0.000815647269562825
5207,0,0,0,0,0,0.000965967599573388,0
5208,0,0,0,0,0,0,0
5209,0,0,0,0,0,0,0
5210,0,0,0,0,0,0,0
5211,0,0,0,0,0,0,0
5212,0,0,0,0,0,0,0
5213,0,0,0,0,0,0,0
5214,0,0,0,0,0,0,0
5215,0,0,0,0,0,0.000557399507189879,0
5216,0,0,0,0,0,0,0
5217,0,0,0,0,0,0,0
5218,0,0,0,0,0,0,0
5219,0,0,0,0,0,0,0
5220,0,0,0,0,0,0,0
5221,0,0,0,0,0,0,0
5222,0.000991712158091026,0,0,0,0,0,0
5223,0.0018109060477297,0,0,0,0,0,0
5224,0.00276832886053827,0,0,0,0,0,0
5225,0.00369521272520465,0,0,0,0,0,0
5226,0.00482676111952569,0,0.00147397770989705,0,0.00150323616499666,0.00123604777316024,0
5227,0.00429688358070774,0,0.00161479195761674,0.00112608194109846,0.00397470651644918,0.00371159115148395,0.00184137417500755
5228,0.00338339399154232,0,0.001067993774913,0.000840217436389543,0.00357786126562934,0.00561192122393439,0.0055906602032913
5229,0.00206914767938819,0,0.00014934844455119,0,0.00236856348841758,0.00459998253098452,0.00524227191033412
5230,0.000413079456449585,0,0,0,0.000672590160057128,0.00272378728255673,0.00344052129654273
5231,0,0,0,0,0,0.00104929020631827,0.00145784800700963
5232,0,0,0,0,0,0,0
5233,0,0,0,0,0,0,0
5234,0,0,0,0,0,0,0
5235,0,0,0,0,0,0,0
5236,0,0,0,0,0,0,0
5237,0,0,0,0,0,0,0
5238,0,0,0,0,0,0,0
5239,0,0,0,0,0,0.000124696590783715,0
5240,0,0,0,0,0,0,0
5241,0,0,0,0,0,0,0
5242,0,0,0,0,0,0,0
5243,0,0,0,0,0,0,0
5244,0,0,0,0,0,0,0
5245,0,0,0,0,0,0,0
5246,0,0,0,0,0,0,0
5247,1.23227334608826e-05,0,0,0,0,0,0
5248,0.000194484880273929,0,0,0,0,0,0
5249,0.00128210005095182,0,0,0,0,0,0
5250,0.00279136701439992,0.000486555739126555,0.00122953392922347,0,0.00230204358247786,0,1.56999016139499e-05
5251,0.00272707449199531,0.000685479079984925,0.000927179527193304,0.00153694210178794,0.00457111148508817,0.00114985197307933,0.00314297078024025
5252,0.00189877249501599,8.38703815510967e-05,9.75336780742463e-05,0.00120287299432419,0.00424135468641266,0.00335531517781619,0.00621043250986103
5253,0.000574882304501173,0,0,0.000366018669754751,0.00299055303626415,0.00272780975322717,0.0055375795835489
5254,0,0,0,0,0.00123943072605625,0.00114985197307933,0.00359677269831966
5255,0,0,0,0,0,0,0.00147952882352413
5256,0,0,0,0,0,0,0
5257,0,0,0,0,0,0,0
5258,0,0,0,0,0,0,0
5259,0,0,0,0,0,0,0
5260,0,0,0,0,0,0,0
5261,0,0,0,0,0,0,0
5262,0,0,0,0,0,0,0
5263,0,0,0,0,0,0,0.000370069109471676
5264,0,0,0,0,0,0,0
5265,0,0,0,0,0,0,0
5266,0,0,0,0,0,0,0
5267,0,0,0,0,0,0,0
5268,0,0,0,0,0,0,0
5269,0,0,0,0,0,0,0
5270,0,0,0,0,0,0,0
5271,0,0,0,0,0,0,0
5272,0,0,0,0,0,0,0
5273,0,0,0,3.36311182010491e-06,0,0,0
5274,0.000847589753700704,0.000677952250871365,0.00123258185666329,0.00199936997705237,0.00109104016665226,0,0
5275,0.000980460966670221,0.00057849058044218,0.00140997123366082,0.00317477755817903,0.00329472525573208,0,0.00307942355942188
5276,0.000432367213170966,0,0.000846104657294087,0.00306211331220552,0.0031770361913772,0.0022945321981538,0.00636444106855026
5277,0,0,0,0.00209690021983541,0.00218890288775988,0.00191641995513221,0.00583812055730165
5278,0,0,0,0.000796496982728179,0.000703291655106227,0.000562571255194734,0.00401319389827062
5279,0,0,0,0,0,0,0.0019729543028197
5280,0,0,0,0,0,0,0.000461278061705099
5281,0,0,0,0,0,0,0
5282,0,0,0,0,0,0,0
5283,0,0,0,0,0,0,0
5284,0,0,0,0,0,0,0
5285,0,0,0,0,0,0,0
5286,0,0,0,0,0,0,0
5287,0,0,0,0,0,0,0
5288,0,0,0,0,0,0,0
5289,0,0,0,0,0,0,0
5290,0,0,0,0,0,0,0
5291,0,0,0,0,0,0,0
5292,0,0,0,0,0,0,0
5293,0,0,0,0,0,0,0
5294,0,0,0,0,0,0,0
5295,0,0,0,0,0,0,0
5296,0,0,0,0,0,0,0
5297,0,0,0.00120941760812065,0.000538658409853469,0,0,0
5298,0.000571667678380943,0.0012263355148593,0.00374590282353902,0.001966299377488,0.00142932515839697,0,0
5299,0.000804728072097635,0.00119407767580119,0.00359106810959616,0.00356826164113131,0.00271537667323148,0.000567168364532382,0.000753595277469595
5300,0.000301103313261565,0.000335481526204387,0.00274374428132614,0.00313217814179104,0.00264715112867793,0.0028536556213453,0.00403188425733485
5301,0,0,0.00148068315026465,0.00202347227842979,0.00174884812538945,0.00206295281526976,0.00312278519245089
5302,0,0,0,0.000571729009417834,0.000711251301970809,0.000758523040712,0.00128215863180591
5303,0,0,0,0,0,0,0
5304,0,0,0,0,0,0,0
5305,0,0,0,0,0,0,0
5306,0,0,0,0,0,0,0
5307,0,0,0,0,0,0,0
5308,0,0,0,0,0,0,0
5309,0,0,0,0,0,0,0
5310,0,0,0,0,0,0,0
5311,0,0,0,0,0,0,0
5312,0,0,0,0,0,0,0
5313,0,0,0,0,0,0,0
5314,0,0,0,0,0,0,0
5315,0,0,0,0,0,0,0
5316,0,0,0,0,0,0,0
5317,0,0,0,0,0,0,0
5318,0,0,0,0,0,0,0
5319,0,0,0.000131670465400233,0,0,0,0
5320,0,0,0.00100154895672492,0,0,0,0
5321,0,0,0.00304244117042852,0.000220283824216871,0,0,0
5322,0,0.00198546999402692,0.00553564581620144,0.00232503130496586,0.000597542061048217,0,0
5323,0,0.00191342748679714,0.00515221654427206,0.00365065788072388,0.00198593189271306,0.000365470192343055,0.000251198425823198
5324,0,0.000915047367948504,0.00405069556752104,0.00309742598631662,0.00189837577720266,0.00220718712073848,0.00359976315576994
5325,0,0,0.00255233443810543,0.00196349678430458,0.00117689064354882,0.0016595564708911,0.00268318794726029
5326,0,0,0.000395011396200698,0.000642354357640037,0.000110297963694914,0.0002654830642492,0.000563701229377058
5327,0,0,0,0,0,0,0
5328,0,0,0,0,0,0,0
5329,0,0,0,0,0,0,0
5330,0,0,0,0,0,0,0
5331,0,0,0,0,0,0,0
5332,0,0,0,0,0,0,0
5333,0,0,0,0,0,0,0
5334,0,0,0,0,0,0,0
5335,0,0,0,0,0,0,0
5336,0,0,0,0,0,0,0
5337,0,0,0,0,0,0,0
5338,0,0,0,0,0,0,0
5339,0,0,0,0,0,0,0
5340,0,0,0,0,0,0,0
5341,0,0,0,0,0,0,0
5342,0,0,0,0,0,0,0
5343,0,0,0.00119783548384934,0,0,0,0
5344,0,0,0.00211404247225929,0,0,0,0
5345,0,0,0.00320276215376306,0,0,0,0
5346,0,0.00174407383174204,0.00424271499622971,0.00151508187495726,0,0,0
5347,0,0.00154945153609141,0.00362886240984993,0.00293767817486164,0.00152654655938579,0.000420635504394837,0.000130832513449582
5348,0,0.000674726466965553,0.00280470283012255,0.00247076615050374,0.00127411204453764,0.00260196388510904,0.00353023502005102
5349,0,0,0.00160503858980932,0.00131609775893439,0.000617441178209671,0.0021899479607223,0.00313998032278998
5350,0,0,0.000107287045881671,0,0,0.000851614504799382,0.00102572690544473
5351,0,0,0,0,0,0,0
5352,0,0,0,0,0,0,0
5353,0,0,0,0,0,0,0
5354,0,0,0,0,0,0,0
5355,0,0,0,0,0,0,0
5356,0,0,0,0,0,0,0
5357,0,0,0,0,0,0,0
5358,0,0,0,0,0,0,0
5359,0,0,0,0,0,0,0
5360,0,0,0,0,0,0,0
5361,0,0,0,0,0,0,0
5362,0,0,0,0,0,0,0
5363,0,0,0,0,0,0,0
5364,0,0,0,0,0,0,0
5365,0,0,0,0,0,0,0
5366,0,0,0,0,0,0,0
5367,0,0,0,0,0,0,0
5368,0,0,0.000227375387010587,0,0,0,0
5369,0.00133460561091558,0.00188762121555064,0.00202870050394432,0,0,0,0
5370,0.00324195044225219,0.00369943650931472,0.00394218935066344,0.00131890035211781,0.000212067734320633,0,0
5371,0.00303085666035707,0.00334728843293031,0.0035971639644758,0.0024758108182339,0.00215933848512001,0.000467181236438527,0
5372,0.00222880744335963,0.00249353095919222,0.00265352562910746,0.00179814378648276,0.0020052624636699,0.003128907542937,0.00303531431203031
5373,0.000957422812808571,0.00117526060301729,0.00143313548220346,0.000850306771849857,0.00139293820130174,0.00262265087712846,0.00247011785392812
5374,0,0,0,0,0.000224575750822118,0.00128431742120555,0.000678086226850121
5375,0,0,0,0,0,0,0
5376,0,0,0,0,0,0,0
5377,0,0,0,0,0,0,0
5378,0,0,0,0,0,0,0
5379,0,0,0,0,0,0,0
5380,0,0,0,0,0,0,0
5381,0,0,0,0,0,0,0
5382,0,0,0,0,0,0,0
5383,0,0,0,0,0,0,0
5384,0,0,0,0,0,0,0
5385,0,0,0,0,0,0,0
5386,0,0,0,0,0,0,0
5387,0,0,0,0,0,0,0
5388,0,0,0,0,0,0,0
5389,0,0,0,0,0,0,0
5390,0,0,0,0,0,0,0
5391,0.000163945932131742,0.000568275598073777,0,0,0,0,0
5392,0.00134692834437647,0.00201450204917923,0,0,0,0,0
5393,0.00293977558695055,0.00302739819560401,0.000559599477950988,0,0.000466776433987237,0,0
5394,0.00497356237901621,0.00417470200477093,0.00287907225965416,0.00124715396662224,0.00273186451316526,0,0
5395,0.00462691852905138,0.00386287622720917,0.00249137588930903,0.0021820990526114,0.00393433973592166,4.59710933764849e-05,0
5396,0.0036539583566617,0.00334244975707159,0.00172512693093823,0.00154142625088142,0.00343117634483919,0.0028163041079769,0.00174567953659871
5397,0.00219023192991686,0.00219299542530079,0.000613852586379788,0.000562200192594204,0.00272106213527761,0.00214110367400978,0.00140252454417952
5398,0.000528270225757835,0.000645156781162282,0,0,0.00158055844882402,0.000483271119120297,0
5399,0,0,0,0,0.000293369841580286,0,0
5400,0,0,0,0,0,0,0
5401,0,0,0,0,0,0,0
5402,0,0,0,0,0,0,0
5403,0,0,0,0,0,0,0
5404,0,0,0,0,0,0,0
5405,0,0,0,0,0,0,0
5406,0,0,0,0,0,0,0
5407,0,0,0,0,0,0,0
5408,0,0,0,0,0,0,0
5409,0,0,0,0,0,0,0
5410,0,0,0,0,0,0,0
5411,0,0,0,0,0,0,0
5412,0,0,0,0,0,0,0
5413,0,0.000677414620220396,0,0,0,0,0
5414,0.000632745574665317,0.00258869158441366,0,0,0,0,0
5415,0.00184037345383181,0.00343169644513237,0,0,0,0,0
5416,0.00288351962984652,0.00474942917065633,0,0,0.000726033503290745,0,0
5417,0.00430384860396824,0.00580318524655473,0.000632749736506673,0,0.00254651845046143,0,0
5418,0.00616404558554147,0.0071037137912477,0.0020189471361369,0.00104256466423252,0.00507484342237525,0,0
5419,0.00565720620058517,0.00639296607066725,0.00162149739798434,0.00223030365536624,0.00641718101146644,0,0
5420,0.00454923173114582,0.00576501347033596,0.00104361035539444,0.00163279078866093,0.00584181225239813,0.00257150803574712,0.00152662852836598
5421,0.00270671519323385,0.00488598735600235,9.93624345381384e-05,0.000470835654814687,0.0045722485774974,0.00194745044316134,0.0012485159854903
5422,0.00081276463739821,0.00323008495101916,0,0,0.0030013554141518,0.000455688463094406,0
5423,0,0.00150106477750424,0,0,0.00144069608248923,0,0
5424,0,0.000227417765359705,0,0,0.00039229688118294,0,0
5425,0,0,0,0,0,0,0
5426,0,0,0,0,0,0,0
5427,0,0,0,0,0,0,0
5428,0,0,0,0,0,0,0
5429,0,0,0,0,0,0,0
5430,0,0,0,0,0.000264942531349638,0,0
5431,0,0,0,0,0,0,0
5432,0,0,0,0,0,0,0
5433,0,0,0,0,0,0,0
5434,0,0,0,0,0,0,0
5435,0,0,0,0,0,0,0
5436,0,0.000665049115248119,0,0,0,0,0
5437,0,0.002035469644567,0,0,0,0,0
5438,0.000386826676467705,0.0033440626490245,0,0,0,0,0
5439,0.00143372324962268,0.00327578355635149,0,0,0.00138270436961871,0,0
5440,0.00230542269922511,0.00366932919286048,0,0.00104200414559584,0.00283647701481404,0,0
5441,0.00374771828516841,0.00553813333562722,0.00144654636293867,0.00241751688001874,0.0040986495890548,0,0
5442,0.00563363227570348,0.00607092531073708,0.00366848546656759,0.00401611603184194,0.00603284377714808,0,0
5443,0.00532342085510126,0.00571931486500363,0.00323872769755294,0.00479075278773944,0.00742635052465444,0.000688991761980067,0
5444,0.00419776594200064,0.00529996295724815,0.00248832796186921,0.00371792011712597,0.00670657102961444,0.0034323167592218,0.00131281082067124
5445,0.00239221760447133,0.00424835740395363,0.00118076709018634,0.00235754138589354,0.00528861679530972,0.00270597348387334,0.00111992631512843
5446,0.00032574878018333,0.00277363652834684,0,0.000711298149952188,0.00352669210721417,0.00113203817439594,0
5447,0,0.00143493620743511,0,0,0.00195295621284551,0,0
5448,0,0.000362900689403784,0,0,0.00116153989602427,0,0
5449,0,0,0,0,0.000462796610554947,0,0
5450,0,0,0,0,0,0,0
5451,0,0,0,0,0,0,0
5452,0,0,0,0,0,0,0
5453,0,0,0,0,0,0,0
5454,0,0,0,0,0.000121668887787173,0,0
5455,0,0,0,0,0,0,0
5456,0,0,0,0,0,0,0
5457,0,0,0,0,0,0,0
5458,0,0,0,0,0,0,0
5459,0,0,0,0,0,0,0
5460,0,0,0,0,0,0,0
5461,0,0,0,0,0,0,0
5462,0,0,0,0.000579576270331412,0.00147992577060753,0,0
5463,0,0.000657522286134559,0.000562647405390808,0.00196966248930811,0.00291607348345985,0,0
5464,0.000285030182660414,0.00187095466537062,0.00179583884754206,0.00296458306942248,0.0042828585593494,0,0
5465,0.00167535597965999,0.00396932709610094,0.00348439064920245,0.0040351736654892,0.00494805761874656,0,0
